iid,title,type,description,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,genre_action,genre_animation,genre_comedy,genre_crime,genre_documentation,genre_drama,genre_european,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_reality,genre_romance,genre_scifi,genre_sport,genre_thriller,genre_war,genre_western,production_of_eu,production_of_ap,production_of_others,production_of_na
ts268560,The Uncanny Counter,1,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",2020,TV-14,64,1.0,8.1,6033.0,28.255,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ts306090,GREAT PRETENDER,1,"Supposedly Japan’s greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",2020,TV-MA,23,1.0,7.9,4902.0,13.641,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm974366,We Can Be Heroes,0,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",2020,PG,97,0.0,4.7,14759.0,72.986,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm443179,All the Bright Places,0,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,2020,,108,0.0,6.5,28355.0,81.765,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tm498034,The Last Blockbuster,0,"A documentary on the last remaining Blockbuster Video, located in Bend, Oregon.",2020,,86,0.0,6.7,5448.0,8.213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm446609,The Great Hack,0,"Data—arguably the world’s most valuable asset—is being weaponized to wage cultural and political wars. The dark world of data exploitation is uncovered through the unpredictable, personal journeys of players on different sides of the explosive Cambridge Analytica/Facebook data story.",2019,,114,0.0,7.1,22838.0,15.376,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ts105542,The Baker and the Beauty,1,A blue-collar baker strikes up a relationship with an international superstar. US version of the Israeli romantic comedy series 'The Baker and the Beauty'.,2020,TV-14,32,1.0,7.3,4270.0,8.545,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ts83107,V Wars,1,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",2019,TV-MA,42,1.0,6.0,13745.0,19.7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ts251782,High Score,1,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",2020,TV-14,42,1.0,7.4,7912.0,13.282,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tm810547,Night in Paradise,0,"An assassin named Tae-goo is offered a chance to switch sides with his rival Bukseong gang, headed by Chairman Doh. Tae-goo rejects the offer that results in the murder of his sister and niece. In revenge, Tae-goo brutally kills Chairman Doh and his men and flees to Jeju Island where he meets Jae-yeon, a terminally ill woman. Though, the henchman of the Bukseong gang, Executive Ma is mercilessly hunting Tae-goo to take revenge.",2020,,131,0.0,6.7,6747.0,61.796,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm919864,The Disciple,0,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",2020,,128,0.0,7.1,2567.0,3.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ts88721,Special,1,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,2019,TV-MA,22,2.0,7.6,9434.0,6.88,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts89347,Street Food,1,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,2019,TV-G,31,2.0,7.9,2760.0,4.101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts236091,Oh My Baby,1,A 39-year-old single woman who wants to have a child without getting married. She has three men in her radar and has trouble choosing between them. They walk into her life when she’s already hopeless about love and marriage.,2020,TV-14,68,1.0,7.2,213.0,4.131,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm827508,The Boys in the Band,0,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",2020,R,121,0.0,6.8,15376.0,11.082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm845415,Miss Americana,0,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",2020,R,85,0.0,7.4,19482.0,16.672,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ts89747,High Seas,1,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,2019,TV-MA,42,4.0,6.8,7359.0,20.911,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts81646,Chambers,1,"Consumed by the mystery surrounding the donor heart that saved her life, a young patient starts taking on sinister characteristics of the deceased.",2019,TV-MA,44,1.0,6.4,8455.0,13.586,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
tm822246,The Forty-Year-Old Version,0,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",2020,R,123,0.0,7.2,5003.0,11.646,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ts108392,The Letter for the King,1,"Tiuri, a teenage squire, answers a call for help that sends him on a perilous mission across the three kingdoms to deliver a secret letter to the King.",2020,TV-PG,47,1.0,5.9,7468.0,8.039,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tm948128,Audrey,0,"An intimate look at Audrey Hepburn's life, with access to exclusive never-before-seen footage from her family's personal collection, providing an unprecedented and insightful view on Audrey, her life and her dreams, aspirations and her everlasting legacy.",2020,PG,100,0.0,7.1,1960.0,8.723,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
ts222455,The Devil Next Door,1,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible.",2019,TV-MA,46,1.0,7.6,13370.0,6.571,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
tm828069,Calm with Horses,0,"In darkest rural Ireland, ex-boxer Douglas 'Arm' Armstrong has become the feared enforcer for the drug-dealing Devers family, whilst also trying to be a good father to his autistic five-year-old son, Jack. Torn between these two families, Arm's loyalties are truly tested when he is asked to kill for the first time.",2020,,100,0.0,6.8,5649.0,6.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm935309,Skylines,0,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",2020,R,113,0.0,4.7,8139.0,92.324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ts106536,White Lines,1,"A woman tries to solve the mysterious death of her brother, a famous DJ who disappeared from Ibiza many years ago.",2020,TV-MA,55,1.0,6.6,16768.0,14.393,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tm458467,Girl on the Third Floor,0,"Don Koch tries to renovate a rundown mansion with a sordid history for his growing family, only to learn that the house has other plans.",2019,,93,0.0,4.7,10005.0,10.168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ts84586,Spinning Out,1,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.",2020,TV-MA,49,1.0,7.6,14066.0,14.067,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ts89251,Tales of the City,1,"Mary Ann returns to present-day San Francisco and is reunited with her daughter and ex-husband, twenty years after leaving them behind to pursue her career.  Fleeing the midlife crisis that her picture-perfect Connecticut life created, Mary Ann is quickly drawn back into the orbit of Anna Madrigal, her chosen family and a new generation of queer young residents living at 28 Barbary Lane.",2019,TV-MA,56,1.0,7.4,7930.0,10.445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts90937,Stateless,1,"Four strangers — a flight attendant escaping a suburban cult, an Afghan refugee fleeing persecution, a young Australian father escaping a dead-end job, and a bureaucrat caught up in a national scandal — are stuck in an immigration detention center in the Australian desert. Inspired by true events.",2020,TV-14,53,1.0,7.5,9327.0,8.085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts86978,Power Rangers Beast Morphers,1,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.",2019,TV-Y7,22,2.0,6.5,602.0,1.802,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
tm426638,Vita & Virginia,0,"Socialite Vita Sackville-West and literary icon Virginia Woolf run in different circles in 1920s London. Despite the odds, the magnetic Vita and the beguiling Virginia forge an unconventional affair, set against the backdrop of their own strikingly contemporary marriages; which inspired one of Woolf's most iconic novels, 'Orlando'.",2019,,110,0.0,5.7,3823.0,8.037,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tm852996,Captain Underpants: Epic Choice-o-rama,0,"In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens.",2020,,37,0.0,6.4,80.0,4.5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ts87471,Darwin's Game,1,"Sudou Kaname, an ordinary high school student, receives an invitation email to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?",2020,TV-14,25,1.0,7.2,2440.0,14.208,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
tm464557,The Perfect Date,0,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",2019,PG-13,93,0.0,5.8,38796.0,51.174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ts86946,Osmosis,1,"In Paris of the near future, a dating app matches singles with their soul mates by mining their brain data. But decoding true love comes at a price.",2019,TV-MA,42,1.0,5.7,3041.0,8.783,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ts86726,Tidying Up with Marie Kondo,1,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter -- and choose joy.",2019,TV-PG,40,1.0,6.6,3568.0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tm554944,Love Wedding Repeat,0,"While trying to make his sister's wedding day go smoothly, Jack finds himself juggling an angry ex-girlfriend, an uninvited guest with a secret, a misplaced sleep sedative, and the girl who got away in alternate versions of the same day.",2020,,100,0.0,5.5,20412.0,10.708,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tm845437,Disclosure,0,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",2020,,107,0.0,8.2,5421.0,13.019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm463385,Framing John DeLorean,0,"A documentary interspersed with acted scenes, this portrait of John DeLorean covers the brilliant but tragically flawed automaker's rise to stardom and shocking down fall.",2019,,109,0.0,6.5,2331.0,4.842,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm856375,The Decline,0,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",2020,R,83,0.0,6.0,8782.0,7.679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tm822907,Patsy & Loretta,0,A story of the close friendship of country music stars Patsy Cline and Loretta Lynn.,2019,,88,0.0,6.8,1062.0,4.824,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tm952590,What Lies Below,0,"Liberty, a socially awkward 16-year-old, returns from two months at camp to a blindsided introduction of her mother’s fiancé, John Smith, whose charm, intelligence, and beauty paint the picture of a man too perfect to be human.",2020,,87,0.0,4.3,8290.0,35.418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
tm918706,The Sleepover,0,"Two siblings who discover their seemingly normal mom is a former thief in witness protection. Mom is forced to pull one last job, and the kids team up to rescue her over the course of an action-packed night.",2020,,103,0.0,5.6,10399.0,9.88,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts243036,Selena: The Series,1,"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.",2020,TV-PG,38,2.0,6.9,4505.0,45.91,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tm831061,Magamuni,0,Two long-separated brothers end up in life-threatening situations. How do their lives intersect and what happens next?,2019,PG-13,157,0.0,7.8,2207.0,1.418,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ts271247,LEGO City Adventures,1,"Welcome to LEGO City, a modern metropolis filled with the fiercest firefighters, the cream of the crop cops, and so many Blockheads. Every citizen will assemble together for the most awesomely awesome adventures.",2019,TV-Y7,13,4.0,6.7,194.0,7.24,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts255926,Dash & Lily,1,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.",2020,TV-14,25,1.0,7.5,16978.0,16.738,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tm827216,Bill Burr: Paper Tiger,0,"Comedian Bill Burr talks male feminists, outrage culture, robot sex, and cultural appropriation in this standup comedy special shot in London.",2019,,67,0.0,8.1,10979.0,6.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ts76382,Carmen Sandiego,1,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans -- with help from her savvy sidekicks.",2019,TV-Y7,25,4.0,7.9,5744.0,16.916,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ts89282,Toy Boy,1,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",2019,TV-MA,61,2.0,6.5,7526.0,23.996,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tm497383,Sergio,0,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.",2020,R,118,0.0,6.2,9698.0,11.893,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
tm475252,The Lift Boy,0,A coming of age story of a 24-year-old vagabond who is forced to work at a posh building in Mumbai as a Lift Boy when his bread-winning father falls ill.,2019,,107,0.0,7.1,2666.0,1.422,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm887450,Made You Look: A True Story About Fake Art,0,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con.",2020,,96,0.0,7.0,4230.0,4.929,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts321758,Vagabond,1,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",2019,TV-MA,63,1.0,8.2,7982.0,29.264,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
tm898474,The Swarm,0,A single mother breeds locusts as high-protein foods but has trouble getting them to reproduce until she finds they have a taste for blood.,2020,,101,0.0,5.3,6892.0,11.418,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tm852097,A Whisker Away,0,"Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.",2020,,104,0.0,6.7,9818.0,64.583,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm471878,Fatima,0,"In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",2020,PG-13,113,0.0,6.5,3232.0,8.184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
tm827142,Dave Chappelle: Sticks & Stones,0,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",2019,R,65,0.0,8.4,26075.0,7.885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts256309,Aunty Donna's Big Ol House of Fun,1,"Comedy trio Aunty Donna showcase their uniquely absurd and offbeat style through an array of sketches, songs and eclectic characters.",2020,TV-MA,20,1.0,7.9,6318.0,4.316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts219080,Caliphate,1,"National Security agent Fatima receives a tip that a terrorist attack against Sweden is in the planning stage. Meanwhile Sulle, a teenage girl in Stockholm, gets interested in her student assistent who opens doors to a new and fascinating world - the true path.  Kalifat is a thriller about the intermingled fates of five young women who get caught up in the seducing and destroying force of religious fundamentalism.",2020,TV-MA,48,1.0,8.2,18134.0,12.662,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ts256764,Heaven Official's Blessing,1,"Xie Lian, the crown prince of Xian Le Kingdom, successfully ascends to Heaven during his third trial in spite of successive demotions. However, he accidentally breaks the Gold Palace of heavenly officials. With no human worshiping him, Xie Lian has to descend to the secular world to exorcise ghosts, which may help him sustain his divinity.",2020,TV-14,24,1.0,8.2,1475.0,7.437,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
tm828317,Tell Me Who I Am,0,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",2019,,85,0.0,7.6,14466.0,6.542,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tm918734,Concrete Cowboy,0,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",2020,R,111,0.0,6.3,8660.0,8.139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
tm818502,"Live Twice, Love Once",0,A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,2019,,101,0.0,7.2,6588.0,14.209,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts223308,Astronomy Club: The Sketch Show,1,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",2019,TV-MA,20,1.0,6.9,598.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm490222,Uncorked,0,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,2020,,104,0.0,6.4,5588.0,8.757,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts215178,Grand Army,1,"The drama series tells the story of five high school students as they struggle with sexual, racial and economic politics and fight to succeed and become somebody.",2020,TV-MA,52,1.0,7.4,6723.0,9.697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts213820,Next in Fashion,1,"18 budding fashion designers compete for a $250,000 prize and the opportunity to launch a clothing line with Net-a-Porter.",2020,TV-14,50,1.0,7.3,3646.0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ts89326,Persona,1,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,2019,TV-MA,22,2.0,6.6,1196.0,5.056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts223759,Killer Inside: The Mind of Aaron Hernandez,1,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",2020,TV-MA,67,1.0,7.4,16934.0,7.173,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tm452826,Poms,0,A woman moves into a retirement community and starts a cheerleading squad with her fellow residents.,2019,PG-13,91,0.0,6.0,6274.0,9.696,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
tm928541,Barbie: Princess Adventure,0,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.",2020,G,71,0.0,5.5,474.0,79.617,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm858954,Nobody Sleeps in the Woods Tonight,0,"Addicted to technology, a group of teens attends a rehabilitation camp in the forest, but a sinister force there intends to take them offline forever.",2020,,102,0.0,4.9,11603.0,91.502,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
tm845549,The Reason I Jump,0,"Based on the book by a non-verbal autistic man, Naoki Higashida, filmmaker Jerry Rothwell examines the lives of five non-speaking, autistic youngsters.",2020,,82,0.0,7.5,835.0,2.638,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
tm432022,Violet Evergarden: The Movie,0,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",2020,PG,140,0.0,8.3,6099.0,19.795,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ts192440,Garth Brooks: The Road I'm On,1,A look at the life and career of Garth Brooks and his wife Trisha Yearwood.,2019,TV-PG,86,1.0,7.4,287.0,0.699,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ts225912,Biohackers,1,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,2020,TV-MA,42,2.0,6.8,9577.0,11.461,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
ts93066,The I-Land,1,"When ten people wake up on a treacherous island with no memory of who they are and how they got there, they set off on a trek to try to get back home, only to discover the world is not as it seems.",2019,TV-MA,40,1.0,4.6,16918.0,16.064,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
tm475783,Jo Koy: Comin’ In Hot,0,"Comedian Jo Koy takes center stage in Hawaii and shares his honest take on island life, ethnicity, fatherhood and more.",2019,,60,0.0,7.3,1049.0,2.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts219561,"The Mind, Explained",1,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",2019,TV-14,22,2.0,8.0,5312.0,9.751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm452851,The Operative,0,A young Western woman is recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler and her subject.,2019,,120,0.0,5.7,6250.0,18.028,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
ts85480,Carole & Tuesday,1,"Fifty years have passed since mankind began migrating to the new frontier: Mars. It's an age where most culture is produced by AI, and people are content to be passive consumers.  There's a girl. Scrapping a living in the metropolis of Alba City, she's working part time while trying to become a musician. She's always felt like something is missing. Her name is Carole.There's a girl. Born to a wealthy family in the provincial town of Herschel City, she dreams of becoming a musician, but nobody around her understands. She feels like the loneliest person in the world. Her name is Tuesday.

A chance meeting brings them together. They want to sing. They want to make music. Together, they feel like they just might have a chance. The two of them may only create a tiny wave. But that wave will eventually grow into something larger...",2019,TV-PG,24,1.0,7.8,2038.0,9.913,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ts89958,Arthdal Chronicles,1,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",2019,,80,3.0,8.3,4351.0,16.156,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ts88485,Green Eggs and Ham,1,"Guy-Am-I, an inventor, and his friend Sam-I-Am go on a cross-country trip that would test the limits of their friendship. As they learn to try new things, they find out what adventure brings.",2019,TV-Y7,28,2.0,8.1,2631.0,13.878,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ts252856,Challenger: The Final Flight,1,"Engineers, officials and the crew members' families provide their perspective on the 1986 Space Shuttle Challenger disaster and its aftermath.",2020,TV-14,45,1.0,7.8,6927.0,14.707,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tm465724,See You Yesterday,0,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",2019,,86,0.0,5.2,10725.0,7.583,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
tm849005,The Willoughbys,0,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.",2020,PG,92,0.0,6.3,18662.0,22.543,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts225787,Unabomber: In His Own Words,1,"Anchored by a rare interview, this docuseries details Ted Kaczynski's path from a young intellectual to one of the most feared people in US history.",2020,TV-MA,44,1.0,7.2,3446.0,4.465,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts254592,Song Exploder,1,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.,2020,TV-MA,25,2.0,7.4,776.0,1.366,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
